date,user_id,user_persona,screen_time,sleep_hours,activity_type,activity_hours,peak_time,app,expense,category,mood,productivity_score,day_type
2026-01-03,3,student_burnout,2.7,6.7,exercise,1.2,9 PM,Netflix,263,Food,Neutral,5,Weekend
2026-01-04,3,student_burnout,12.8,4.9,rest,1.3,12 AM,Instagram,1292,Food,Neutral,6,Weekend
2026-01-05,3,student_burnout,9.8,4.6,rest,3.2,2 AM,Netflix,2188,Food,Stressed,2,Weekday
2026-01-06,3,student_burnout,7.5,4.2,rest,1.7,11 PM,Instagram,577,Education,Neutral,5,Weekday
2026-01-07,3,student_burnout,7.8,5.1,rest,1.0,11 PM,YouTube,905,Food,Neutral,3,Weekday
2026-01-08,3,student_burnout,6.5,3.5,rest,2.1,9 PM,Instagram,332,Education,Stressed,2,Weekday
2026-01-09,3,student_burnout,5.6,5.5,study,2.1,9 PM,Netflix,338,Entertainment,Neutral,6,Weekday
2026-01-10,3,student_burnout,12.1,5.0,study,2.7,12 AM,Telegram,1271,Food,Stressed,2,Weekend
2026-01-11,3,student_burnout,10.6,5.2,work,2.3,1 AM,Netflix,1470,Education,Stressed,3,Weekend
2026-01-12,3,student_burnout,9.6,4.7,exercise,1.6,1 AM,Netflix,786,Entertainment,Stressed,2,Weekday
2026-01-13,3,student_burnout,8.9,3.5,rest,1.9,10 PM,Netflix,542,Food,Neutral,5,Weekday
2026-01-14,3,student_burnout,7.0,4.9,exercise,1.6,10 PM,Netflix,2226,Education,Stressed,2,Weekday
2026-01-15,3,student_burnout,5.2,4.6,study,2.7,11 PM,Telegram,187,Food,Stressed,3,Weekday
2026-01-16,3,student_burnout,8.4,3.5,rest,2.7,12 AM,Netflix,409,Entertainment,Stressed,3,Weekday
2026-01-17,3,student_burnout,11.9,4.8,social,3.7,2 AM,Netflix,1438,Food,Neutral,4,Weekend
2026-01-18,3,student_burnout,10.1,4.6,work,4.4,11 PM,Netflix,1344,Food,Stressed,1,Weekend
2026-01-19,3,student_burnout,6.6,4.8,rest,2.1,9 PM,Instagram,234,Entertainment,Stressed,3,Weekday
2026-01-20,3,student_burnout,8.5,4.6,study,0.7,11 PM,YouTube,849,Food,Stressed,2,Weekday
2026-01-21,3,student_burnout,8.0,4.2,rest,2.5,12 AM,Instagram,928,Entertainment,Stressed,2,Weekday
2026-01-22,3,student_burnout,9.8,4.1,exercise,0.7,11 PM,Instagram,923,Entertainment,Neutral,5,Weekday
2026-01-23,3,student_burnout,7.4,3.6,social,1.6,11 PM,Netflix,730,Food,Neutral,3,Weekday
2026-01-24,3,student_burnout,11.2,4.4,rest,1.0,1 AM,Netflix,2039,Food,Neutral,6,Weekend
2026-01-25,3,student_burnout,10.7,3.9,rest,2.4,12 AM,Netflix,1758,Food,Stressed,3,Weekend
2026-01-26,3,student_burnout,6.5,4.4,rest,1.4,12 AM,Telegram,286,Food,Stressed,3,Weekday
2026-01-27,3,student_burnout,13.4,3.9,social,2.8,2 AM,Telegram,2874,Entertainment,Stressed,3,Weekday
2026-01-28,3,student_burnout,10.0,4.9,rest,1.5,2 AM,Instagram,2300,Entertainment,Stressed,3,Weekday
2026-01-29,3,student_burnout,10.7,4.9,rest,2.7,12 AM,Telegram,1579,Food,Stressed,2,Weekday
2026-01-30,3,student_burnout,12.8,5.0,rest,2.1,1 AM,Netflix,2357,Food,Stressed,3,Weekday
2026-01-31,3,student_burnout,12.7,4.6,social,1.8,11 PM,Netflix,3201,Entertainment,Stressed,1,Weekend
2026-02-01,3,student_burnout,13.4,4.6,rest,3.0,12 AM,Telegram,8582,Bills,Neutral,4,Weekend
2026-02-02,3,student_burnout,13.4,4.3,rest,2.0,2 AM,YouTube,2267,Food,Stressed,2,Weekday
2026-02-03,3,student_burnout,12.2,5.0,social,3.1,2 AM,Netflix,2158,Shopping,Neutral,3,Weekday
2026-02-04,3,student_burnout,11.7,5.0,rest,2.9,12 AM,Instagram,1303,Entertainment,Neutral,5,Weekday
2026-02-05,3,student_burnout,12.8,4.9,social,2.9,1 AM,YouTube,2769,Entertainment,Stressed,2,Weekday
2026-02-06,3,student_burnout,10.6,5.0,social,3.5,12 AM,Telegram,3230,Food,Stressed,3,Weekday
2026-02-07,3,student_burnout,8.1,4.9,rest,2.4,11 PM,Telegram,709,Education,Neutral,6,Weekend
2026-02-08,3,student_burnout,11.5,4.7,rest,2.7,2 AM,Netflix,1278,Food,Neutral,4,Weekend
2026-02-09,3,student_burnout,7.3,5.1,exercise,0.6,11 PM,Instagram,494,Food,Neutral,3,Weekday
2026-02-10,3,student_burnout,10.0,4.7,social,1.7,12 AM,Instagram,601,Food,Neutral,5,Weekday
2026-02-11,3,student_burnout,8.8,5.1,rest,1.2,12 AM,YouTube,946,Entertainment,Stressed,2,Weekday
2026-02-12,3,student_burnout,7.6,5.0,rest,3.2,11 PM,Instagram,796,Food,Stressed,2,Weekday
2026-02-13,3,student_burnout,5.9,4.9,study,4.3,10 PM,YouTube,387,Food,Neutral,4,Weekday
2026-02-14,3,student_burnout,8.3,4.2,rest,1.2,10 PM,Instagram,1153,Entertainment,Stressed,3,Weekend
2026-02-15,3,student_burnout,11.0,4.1,rest,3.0,12 AM,YouTube,1453,Food,Stressed,1,Weekend
2026-02-16,3,student_burnout,9.1,4.5,rest,2.5,12 AM,YouTube,970,Education,Stressed,1,Weekday
2026-02-17,3,student_burnout,9.5,4.0,rest,1.8,11 PM,Netflix,2758,Entertainment,Stressed,2,Weekday
2026-02-18,3,student_burnout,8.9,5.3,rest,3.3,11 PM,YouTube,1679,Entertainment,Stressed,1,Weekday
2026-02-19,3,student_burnout,8.4,4.5,rest,2.7,10 PM,Netflix,363,Education,Neutral,4,Weekday
2026-02-20,3,student_burnout,6.2,4.0,exercise,1.8,9 PM,Instagram,367,Education,Stressed,3,Weekday
2026-02-21,3,student_burnout,3.3,7.1,exercise,0.7,9 PM,Netflix,401,Education,Happy,7,Weekend
2026-02-22,3,student_burnout,2.7,6.9,study,3.1,10 PM,Netflix,194,Health,Happy,9,Weekend
2026-02-23,3,student_burnout,2.4,7.6,exercise,0.6,9 PM,Telegram,237,Health,Happy,7,Weekday
2026-02-24,3,student_burnout,3.5,7.1,study,4.3,9 PM,Netflix,216,Food,Happy,10,Weekday
2026-02-25,3,student_burnout,2.1,6.7,work,7.8,9 PM,Netflix,119,Health,Neutral,6,Weekday
2026-02-26,3,student_burnout,1.9,6.9,exercise,0.7,10 PM,Instagram,441,Health,Happy,7,Weekday
2026-02-27,3,student_burnout,2.0,7.3,work,7.4,9 PM,Instagram,243,Health,Happy,10,Weekday
2026-02-28,3,student_burnout,3.2,6.5,study,4.3,10 PM,Instagram,263,Food,Neutral,4,Weekend
2026-03-01,3,student_burnout,2.8,7.0,exercise,1.5,10 PM,Netflix,725,Bills,Neutral,5,Weekend
2026-03-02,3,student_burnout,5.1,5.1,study,3.4,9 PM,Netflix,226,Education,Neutral,3,Weekday
2026-03-03,3,student_burnout,5.2,4.8,study,2.5,12 AM,YouTube,164,Education,Neutral,3,Weekday
2026-03-04,3,student_burnout,8.1,4.4,rest,2.4,9 PM,Telegram,549,Food,Stressed,2,Weekday
2026-03-05,3,student_burnout,7.5,4.3,exercise,0.7,10 PM,Instagram,2362,Food,Stressed,2,Weekday
2026-03-06,3,student_burnout,6.3,4.5,study,3.7,11 PM,Telegram,359,Food,Stressed,3,Weekday
2026-03-07,3,student_burnout,10.7,4.8,rest,1.5,11 PM,Instagram,1627,Food,Stressed,2,Weekend
2026-03-08,3,student_burnout,9.6,4.2,rest,2.7,12 AM,Netflix,1064,Entertainment,Stressed,2,Weekend
2026-03-09,3,student_burnout,8.0,5.4,rest,1.2,10 PM,Netflix,718,Food,Stressed,2,Weekday
2026-03-10,3,student_burnout,7.6,5.1,study,1.3,10 PM,Telegram,789,Food,Stressed,2,Weekday
2026-03-11,3,student_burnout,5.5,5.6,social,3.4,10 PM,Telegram,184,Entertainment,Stressed,4,Weekday
2026-03-12,3,student_burnout,8.2,6.0,study,0.9,11 PM,Netflix,808,Food,Stressed,2,Weekday
2026-03-13,3,student_burnout,12.3,4.6,rest,1.3,1 AM,Netflix,2919,Food,Stressed,3,Weekday
2026-03-14,3,student_burnout,13.3,4.7,social,3.6,11 PM,Netflix,2891,Shopping,Neutral,3,Weekend
2026-03-15,3,student_burnout,9.5,4.0,rest,2.3,12 AM,Instagram,2831,Entertainment,Stressed,3,Weekend
2026-03-16,3,student_burnout,13.2,4.4,rest,1.6,12 AM,Telegram,1518,Shopping,Neutral,5,Weekday
2026-03-17,3,student_burnout,11.7,4.2,rest,2.6,11 PM,Netflix,1914,Entertainment,Neutral,6,Weekday
2026-03-18,3,student_burnout,10.0,4.2,rest,1.1,1 AM,Netflix,3359,Entertainment,Stressed,1,Weekday
2026-03-19,3,student_burnout,9.8,5.1,rest,3.4,1 AM,Telegram,2476,Entertainment,Neutral,6,Weekday
2026-03-20,3,student_burnout,12.3,3.9,rest,3.4,12 AM,Telegram,1331,Entertainment,Stressed,3,Weekday
2026-03-21,3,student_burnout,9.5,5.0,rest,1.4,12 AM,Netflix,2910,Entertainment,Stressed,3,Weekend
2026-03-22,3,student_burnout,12.3,4.9,rest,2.8,12 AM,Netflix,4811,Shopping,Stressed,1,Weekend
2026-03-23,3,student_burnout,7.8,3.6,rest,1.9,12 AM,YouTube,994,Food,Stressed,1,Weekday
2026-03-24,3,student_burnout,8.5,4.8,exercise,1.5,10 PM,Netflix,914,Food,Stressed,1,Weekday
2026-03-25,3,student_burnout,8.4,5.5,study,2.8,9 PM,Netflix,743,Entertainment,Stressed,3,Weekday
2026-03-26,3,student_burnout,8.3,5.3,study,3.8,10 PM,YouTube,530,Entertainment,Happy,4,Weekday
2026-03-27,3,student_burnout,7.8,4.9,rest,2.2,10 PM,Instagram,422,Food,Stressed,2,Weekday
2026-03-28,3,student_burnout,8.2,5.0,rest,1.3,11 PM,YouTube,873,Education,Stressed,3,Weekend
2026-03-29,3,student_burnout,11.4,4.0,work,3.2,12 AM,Instagram,1747,Entertainment,Stressed,1,Weekend
2025-10-01,4,weekend_warrior,5.1,5.0,work,7.0,8 PM,WhatsApp,7271,Shopping,Neutral,3,Weekday
2025-10-02,4,weekend_warrior,4.1,6.0,work,7.5,10 PM,Netflix,546,Shopping,Neutral,5,Weekday
2025-10-03,4,weekend_warrior,6.5,5.8,exercise,0.7,11 PM,Spotify,778,Food,Stressed,5,Weekday
2025-10-04,4,weekend_warrior,11.1,4.9,social,1.7,2 AM,Instagram,2864,Food,Neutral,4,Weekend
2025-10-05,4,weekend_warrior,11.8,4.2,work,4.0,11 PM,WhatsApp,4989,Travel,Stressed,3,Weekend
2025-10-06,4,weekend_warrior,7.3,5.5,exercise,1.4,8 PM,Netflix,1146,Shopping,Neutral,4,Weekday
2025-10-07,4,weekend_warrior,6.4,5.6,work,5.8,10 PM,WhatsApp,859,Entertainment,Happy,2,Weekday
2025-10-08,4,weekend_warrior,4.3,5.5,exercise,1.0,10 PM,Spotify,854,Food,Happy,7,Weekday
2025-10-09,4,weekend_warrior,5.2,5.1,exercise,0.9,8 PM,Instagram,683,Entertainment,Neutral,5,Weekday
2025-10-10,4,weekend_warrior,4.3,6.0,exercise,1.1,9 PM,WhatsApp,2477,Entertainment,Stressed,5,Weekday
2025-10-11,4,weekend_warrior,10.3,4.4,social,3.6,12 AM,Spotify,4263,Travel,Stressed,1,Weekend
2025-10-12,4,weekend_warrior,10.0,4.6,rest,1.8,1 AM,Instagram,3897,Shopping,Stressed,3,Weekend
2025-10-13,4,weekend_warrior,7.3,4.9,rest,1.8,10 PM,Instagram,710,Shopping,Stressed,2,Weekday
2025-10-14,4,weekend_warrior,5.3,5.1,exercise,0.7,11 PM,WhatsApp,905,Shopping,Happy,4,Weekday
2025-10-15,4,weekend_warrior,7.2,4.8,work,4.7,10 PM,WhatsApp,3279,Food,Neutral,4,Weekday
2025-10-16,4,weekend_warrior,6.5,5.8,work,4.8,8 PM,Netflix,843,Food,Neutral,4,Weekday
2025-10-17,4,weekend_warrior,4.5,6.0,work,6.4,10 PM,Instagram,878,Shopping,Neutral,6,Weekday
2025-10-18,4,weekend_warrior,8.9,5.4,social,2.0,11 PM,Instagram,4265,Food,Neutral,4,Weekend
2025-10-19,4,weekend_warrior,11.8,4.2,rest,1.9,1 AM,Netflix,4180,Travel,Stressed,3,Weekend
2025-10-20,4,weekend_warrior,6.4,5.1,rest,2.4,9 PM,Instagram,709,Food,Stressed,2,Weekday
2025-10-21,4,weekend_warrior,5.8,5.1,work,6.5,9 PM,Netflix,592,Entertainment,Neutral,5,Weekday
2025-10-22,4,weekend_warrior,5.8,6.5,exercise,1.6,8 PM,Netflix,809,Food,Stressed,2,Weekday
2025-10-23,4,weekend_warrior,4.1,5.5,exercise,1.5,10 PM,Spotify,853,Shopping,Neutral,3,Weekday
2025-10-24,4,weekend_warrior,11.9,4.0,rest,3.0,2 AM,Instagram,1479,Food,Stressed,2,Weekday
2025-10-25,4,weekend_warrior,12.9,4.1,rest,1.3,12 AM,Instagram,3235,Shopping,Neutral,3,Weekend
2025-10-26,4,weekend_warrior,11.9,4.7,rest,2.9,2 AM,Netflix,2533,Food,Stressed,3,Weekend
2025-10-27,4,weekend_warrior,12.3,4.2,social,2.6,2 AM,WhatsApp,2232,Shopping,Stressed,3,Weekday
2025-10-28,4,weekend_warrior,13.3,3.9,rest,2.4,12 AM,Spotify,1552,Food,Stressed,1,Weekday
2025-10-29,4,weekend_warrior,11.6,3.9,rest,2.3,12 AM,Netflix,2798,Shopping,Neutral,4,Weekday
2025-10-30,4,weekend_warrior,13.1,4.0,rest,2.4,2 AM,Netflix,2785,Entertainment,Stressed,3,Weekday
2025-10-31,4,weekend_warrior,12.9,4.1,social,2.4,11 PM,WhatsApp,1374,Food,Stressed,1,Weekday
2025-11-01,4,weekend_warrior,12.9,3.9,rest,1.4,12 AM,Netflix,8706,Shopping,Stressed,3,Weekend
2025-11-02,4,weekend_warrior,12.0,5.1,rest,2.5,2 AM,Instagram,2650,Shopping,Stressed,3,Weekend
2025-11-03,4,weekend_warrior,7.4,4.6,exercise,1.4,8 PM,Instagram,704,Travel,Stressed,1,Weekday
2025-11-04,4,weekend_warrior,4.8,5.9,work,5.4,9 PM,Spotify,699,Food,Neutral,3,Weekday
2025-11-05,4,weekend_warrior,4.8,5.3,exercise,1.2,9 PM,Netflix,521,Shopping,Stressed,4,Weekday
2025-11-06,4,weekend_warrior,5.9,6.4,exercise,1.7,9 PM,Instagram,718,Food,Neutral,3,Weekday
2025-11-07,4,weekend_warrior,6.5,5.4,study,2.7,10 PM,WhatsApp,735,Food,Happy,4,Weekday
2025-11-08,4,weekend_warrior,9.2,3.9,social,2.2,2 AM,WhatsApp,3478,Shopping,Stressed,3,Weekend
2025-11-09,4,weekend_warrior,11.5,4.0,rest,2.4,12 AM,Spotify,4064,Entertainment,Stressed,1,Weekend
2025-11-10,4,weekend_warrior,6.7,4.9,work,4.1,9 PM,Spotify,803,Entertainment,Neutral,4,Weekday
2025-11-11,4,weekend_warrior,5.0,5.4,work,6.7,10 PM,Netflix,871,Food,Happy,2,Weekday
2025-11-12,4,weekend_warrior,6.4,6.2,exercise,1.0,10 PM,Instagram,711,Travel,Happy,4,Weekday
2025-11-13,4,weekend_warrior,5.9,6.0,work,6.9,9 PM,Instagram,471,Entertainment,Neutral,6,Weekday
2025-11-14,4,weekend_warrior,5.5,6.4,exercise,0.6,11 PM,Instagram,729,Food,Happy,3,Weekday
2025-11-15,4,weekend_warrior,9.5,5.2,work,2.3,12 AM,Spotify,3757,Food,Stressed,1,Weekend
2025-11-16,4,weekend_warrior,11.1,5.0,rest,2.3,12 AM,Instagram,4795,Travel,Stressed,3,Weekend
2025-11-17,4,weekend_warrior,5.7,5.1,exercise,1.6,8 PM,WhatsApp,947,Food,Neutral,5,Weekday
2025-11-18,4,weekend_warrior,2.4,7.7,exercise,1.5,8 PM,Netflix,207,Food,Happy,9,Weekday
2025-11-19,4,weekend_warrior,2.2,6.6,exercise,0.8,8 PM,Spotify,238,Food,Neutral,5,Weekday
2025-11-20,4,weekend_warrior,1.9,7.1,exercise,0.6,9 PM,WhatsApp,353,Health,Happy,10,Weekday
2025-11-21,4,weekend_warrior,3.3,7.7,exercise,1.6,8 PM,Spotify,416,Food,Happy,10,Weekday
2025-11-22,4,weekend_warrior,1.9,6.7,exercise,1.2,8 PM,WhatsApp,422,Health,Happy,8,Weekend
2025-11-23,4,weekend_warrior,2.0,6.2,study,4.2,8 PM,Spotify,423,Education,Happy,9,Weekend
2025-11-24,4,weekend_warrior,2.4,6.4,study,1.0,9 PM,Instagram,123,Education,Stressed,4,Weekday
2025-11-25,4,weekend_warrior,2.2,6.7,exercise,0.8,9 PM,WhatsApp,299,Health,Happy,10,Weekday
2025-11-26,4,weekend_warrior,1.6,7.3,exercise,1.8,8 PM,Spotify,129,Education,Happy,10,Weekday
2025-11-27,4,weekend_warrior,5.9,5.8,exercise,0.6,9 PM,Spotify,916,Food,Stressed,4,Weekday
2025-11-28,4,weekend_warrior,4.1,6.0,work,4.7,9 PM,Spotify,928,Travel,Happy,7,Weekday
2025-11-29,4,weekend_warrior,8.5,5.5,social,2.3,11 PM,Spotify,4130,Food,Stressed,4,Weekend
2025-11-30,4,weekend_warrior,12.0,4.6,work,4.8,12 AM,Instagram,4973,Food,Stressed,3,Weekend
2025-12-01,4,weekend_warrior,6.7,5.4,rest,3.2,9 PM,WhatsApp,2326,Shopping,Stressed,1,Weekday
2025-12-02,4,weekend_warrior,4.5,6.3,work,6.6,9 PM,Instagram,554,Entertainment,Neutral,5,Weekday
2025-12-03,4,weekend_warrior,4.5,6.3,work,7.7,9 PM,WhatsApp,771,Entertainment,Neutral,5,Weekday
2025-12-04,4,weekend_warrior,5.3,6.2,work,7.6,8 PM,Netflix,883,Entertainment,Happy,4,Weekday
2025-12-05,4,weekend_warrior,4.8,6.5,study,2.6,9 PM,Netflix,524,Food,Happy,7,Weekday
2025-12-06,4,weekend_warrior,11.1,4.0,exercise,0.6,2 AM,Instagram,4953,Shopping,Neutral,4,Weekend
2025-12-07,4,weekend_warrior,11.3,4.5,social,4.3,12 AM,Spotify,4506,Food,Neutral,6,Weekend
2025-12-08,4,weekend_warrior,8.0,4.7,rest,1.0,8 PM,Instagram,1040,Food,Stressed,3,Weekday
2025-12-09,4,weekend_warrior,4.1,6.3,exercise,1.4,11 PM,Netflix,470,Food,Neutral,3,Weekday
2025-12-10,4,weekend_warrior,6.4,5.7,exercise,1.0,10 PM,Instagram,451,Entertainment,Happy,3,Weekday
2025-12-11,4,weekend_warrior,6.0,5.9,exercise,0.9,9 PM,Instagram,548,Food,Neutral,6,Weekday
2025-12-12,4,weekend_warrior,5.6,5.7,exercise,1.8,8 PM,Instagram,577,Shopping,Stressed,5,Weekday
2025-12-13,4,weekend_warrior,7.7,6.0,social,3.8,10 PM,WhatsApp,3862,Travel,Neutral,3,Weekend
2025-12-14,4,weekend_warrior,7.8,5.3,exercise,0.9,9 PM,Instagram,4434,Travel,Neutral,5,Weekend
2025-12-15,4,weekend_warrior,4.1,5.2,work,5.7,9 PM,Netflix,916,Food,Happy,9,Weekday
2025-12-16,4,weekend_warrior,5.5,5.8,study,4.0,11 PM,Instagram,892,Food,Stressed,4,Weekday
2025-12-17,4,weekend_warrior,6.1,4.9,work,3.7,11 PM,Instagram,661,Shopping,Neutral,5,Weekday
2025-12-18,4,weekend_warrior,5.6,4.6,rest,2.6,9 PM,Instagram,402,Travel,Stressed,3,Weekday
2025-12-19,4,weekend_warrior,4.1,5.1,study,0.9,9 PM,Instagram,440,Travel,Stressed,4,Weekday
2025-12-20,4,weekend_warrior,8.0,6.2,social,1.9,9 PM,Netflix,3166,Food,Neutral,6,Weekend
2025-12-21,4,weekend_warrior,9.6,4.0,social,3.4,2 AM,Instagram,4641,Food,Stressed,1,Weekend
2025-12-22,4,weekend_warrior,6.9,5.5,exercise,0.7,10 PM,Netflix,869,Food,Neutral,5,Weekday
2025-12-23,4,weekend_warrior,4.3,6.3,exercise,1.1,9 PM,Instagram,457,Food,Happy,8,Weekday
2025-12-24,4,weekend_warrior,4.0,5.7,work,2.5,8 PM,Netflix,904,Food,Stressed,3,Weekday
2025-12-25,4,weekend_warrior,6.3,5.8,work,3.7,11 PM,Instagram,711,Travel,Stressed,3,Weekday
2025-12-26,4,weekend_warrior,7.8,5.4,exercise,0.8,9 PM,Instagram,2898,Travel,Neutral,3,Weekday
2025-12-27,4,weekend_warrior,9.8,4.9,exercise,0.9,12 AM,Spotify,3272,Travel,Stressed,2,Weekend
2025-12-28,4,weekend_warrior,10.3,4.9,rest,2.8,11 PM,Instagram,5201,Food,Stressed,1,Weekend
2025-12-29,4,weekend_warrior,10.3,5.1,rest,3.3,12 AM,Instagram,1540,Food,Stressed,1,Weekday
2025-12-30,4,weekend_warrior,9.9,4.8,social,4.2,1 AM,Instagram,1942,Entertainment,Stressed,1,Weekday
2025-12-31,4,weekend_warrior,10.4,4.5,social,3.1,12 AM,Netflix,2390,Shopping,Stressed,3,Weekday
2026-01-01,4,weekend_warrior,10.9,4.0,social,2.2,11 PM,WhatsApp,6681,Shopping,Neutral,5,Weekday
2026-01-02,4,weekend_warrior,10.7,4.0,rest,3.0,2 AM,Netflix,2970,Food,Stressed,3,Weekday
2026-01-03,4,weekend_warrior,10.5,5.0,rest,2.5,12 AM,WhatsApp,4871,Food,Stressed,3,Weekend
2026-01-04,4,weekend_warrior,11.9,4.1,rest,3.3,1 AM,Instagram,5886,Food,Stressed,1,Weekend
2026-01-05,4,weekend_warrior,12.7,4.3,rest,1.4,12 AM,Spotify,2734,Shopping,Stressed,1,Weekday
2026-01-06,4,weekend_warrior,6.8,5.8,rest,2.5,10 PM,Instagram,401,Travel,Stressed,3,Weekday
2026-01-07,4,weekend_warrior,5.8,5.1,exercise,1.5,9 PM,Spotify,804,Travel,Neutral,6,Weekday
2026-01-08,4,weekend_warrior,5.1,5.3,exercise,0.7,8 PM,Instagram,758,Food,Neutral,3,Weekday
2026-01-09,4,weekend_warrior,4.6,5.4,work,6.8,8 PM,Instagram,743,Shopping,Neutral,3,Weekday
2026-01-10,4,weekend_warrior,10.0,4.9,social,3.4,2 AM,Spotify,4560,Travel,Stressed,3,Weekend
2026-01-11,4,weekend_warrior,10.2,4.4,social,2.3,11 PM,Instagram,3761,Shopping,Neutral,3,Weekend
2026-01-12,4,weekend_warrior,7.9,5.6,exercise,1.6,10 PM,WhatsApp,1257,Travel,Neutral,3,Weekday
2026-01-13,4,weekend_warrior,6.3,5.1,exercise,1.5,8 PM,Netflix,931,Travel,Neutral,3,Weekday
2026-01-14,4,weekend_warrior,5.1,6.4,work,5.5,9 PM,Instagram,497,Travel,Neutral,4,Weekday
2026-01-15,4,weekend_warrior,4.3,6.3,exercise,1.4,11 PM,Instagram,3174,Shopping,Stressed,3,Weekday
2026-01-16,4,weekend_warrior,5.8,4.3,rest,3.4,9 PM,WhatsApp,412,Travel,Stressed,2,Weekday
2026-01-17,4,weekend_warrior,8.8,6.5,social,2.2,10 PM,Instagram,4711,Entertainment,Happy,3,Weekend
2026-01-18,4,weekend_warrior,9.0,6.4,social,2.7,9 PM,Spotify,4749,Shopping,Happy,5,Weekend
2026-01-19,4,weekend_warrior,6.2,6.0,exercise,1.5,9 PM,Netflix,3147,Shopping,Stressed,4,Weekday
2026-01-20,4,weekend_warrior,3.4,7.5,exercise,1.7,8 PM,Spotify,382,Education,Happy,10,Weekday
2026-01-21,4,weekend_warrior,2.8,7.1,exercise,1.5,9 PM,Netflix,213,Food,Neutral,6,Weekday
2026-01-22,4,weekend_warrior,2.1,6.7,study,3.4,8 PM,Spotify,303,Food,Happy,8,Weekday
2026-01-23,4,weekend_warrior,2.0,6.5,exercise,1.3,8 PM,Instagram,182,Education,Happy,10,Weekday
2026-01-24,4,weekend_warrior,2.0,7.6,exercise,0.9,8 PM,Instagram,133,Education,Neutral,3,Weekend
2026-01-25,4,weekend_warrior,2.1,7.0,exercise,0.7,9 PM,Instagram,125,Health,Happy,8,Weekend
2026-01-26,4,weekend_warrior,3.4,6.2,exercise,0.7,8 PM,WhatsApp,338,Food,Happy,7,Weekday
2026-01-27,4,weekend_warrior,2.1,7.5,study,4.5,8 PM,WhatsApp,312,Food,Happy,8,Weekday
2026-01-28,4,weekend_warrior,2.6,7.5,exercise,1.7,8 PM,Instagram,173,Health,Happy,7,Weekday
2026-01-29,4,weekend_warrior,6.0,5.3,work,3.7,10 PM,Instagram,905,Food,Stressed,3,Weekday
2026-01-30,4,weekend_warrior,5.6,6.4,exercise,1.7,9 PM,Netflix,2094,Shopping,Neutral,6,Weekday
2026-01-31,4,weekend_warrior,8.5,6.4,exercise,1.1,10 PM,Instagram,3115,Shopping,Neutral,4,Weekend
2026-02-01,4,weekend_warrior,11.0,4.0,exercise,1.4,12 AM,Instagram,8159,Shopping,Stressed,2,Weekend
2026-02-02,4,weekend_warrior,6.5,4.8,exercise,1.0,11 PM,WhatsApp,776,Travel,Neutral,6,Weekday
2026-02-03,4,weekend_warrior,7.3,5.8,rest,1.2,9 PM,WhatsApp,1264,Entertainment,Stressed,2,Weekday
2026-02-04,4,weekend_warrior,4.8,5.6,exercise,1.4,9 PM,Instagram,732,Food,Happy,7,Weekday
2026-02-05,4,weekend_warrior,6.1,5.9,exercise,1.7,10 PM,Spotify,718,Food,Neutral,6,Weekday
2026-02-06,4,weekend_warrior,5.7,6.4,work,5.3,9 PM,Instagram,933,Food,Neutral,3,Weekday
2026-02-07,4,weekend_warrior,11.9,4.1,rest,1.8,12 AM,Instagram,3532,Shopping,Neutral,4,Weekend
2026-02-08,4,weekend_warrior,9.8,4.8,rest,1.8,12 AM,Instagram,2880,Travel,Stressed,2,Weekend
2026-02-09,4,weekend_warrior,5.4,4.9,exercise,1.5,11 PM,Instagram,672,Shopping,Neutral,5,Weekday
2026-02-10,4,weekend_warrior,6.8,6.0,rest,2.1,9 PM,Spotify,780,Food,Stressed,2,Weekday
2026-02-11,4,weekend_warrior,4.6,5.1,work,7.9,8 PM,Netflix,830,Shopping,Neutral,3,Weekday
2026-02-12,4,weekend_warrior,4.9,6.3,exercise,1.4,10 PM,Spotify,790,Food,Happy,7,Weekday
2026-02-13,4,weekend_warrior,6.5,5.1,exercise,0.5,10 PM,Instagram,469,Food,Neutral,3,Weekday
2026-02-14,4,weekend_warrior,8.4,6.4,exercise,1.1,10 PM,WhatsApp,4115,Entertainment,Neutral,3,Weekend
2026-02-15,4,weekend_warrior,8.7,5.6,social,2.8,10 PM,Spotify,2585,Food,Stressed,4,Weekend
2026-02-16,4,weekend_warrior,4.4,5.4,exercise,0.9,9 PM,WhatsApp,497,Food,Neutral,4,Weekday
2026-02-17,4,weekend_warrior,5.1,6.3,study,0.5,8 PM,Instagram,427,Food,Neutral,5,Weekday
2026-02-18,4,weekend_warrior,6.3,6.4,exercise,1.1,9 PM,Netflix,754,Food,Stressed,4,Weekday
2026-02-19,4,weekend_warrior,4.4,5.4,study,4.0,10 PM,Instagram,583,Food,Neutral,3,Weekday
2026-02-20,4,weekend_warrior,5.5,6.1,study,4.2,8 PM,Spotify,853,Entertainment,Neutral,3,Weekday
2026-02-21,4,weekend_warrior,10.3,4.1,social,2.9,12 AM,Spotify,3060,Food,Stressed,3,Weekend
2026-02-22,4,weekend_warrior,12.0,3.9,social,2.0,12 AM,Netflix,4590,Shopping,Neutral,3,Weekend
2026-02-23,4,weekend_warrior,11.2,4.0,rest,1.1,11 PM,Instagram,1281,Entertainment,Stressed,1,Weekday
2026-02-24,4,weekend_warrior,12.3,4.4,rest,1.9,1 AM,Netflix,1632,Food,Stressed,2,Weekday
